G,7,3,-1,
G,7,3,53,
C,8,3,52,
C,8,2,52,
C,8,2,53,
C,8,3,53,
C,8,3,55,
C,8,4,53,
C,8,4,52,
G,9,6,50,
Dm,10,5,-1,
Dm,10,3,-1,
G,10,3,55,
G,10,3,64,
G,10,2,64,
